molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL404409,22.0,nM,O=C(O[C@H]1CCOC1)N1CCC(CS(=O)(=O)N2CCC(c3ccccc3)CC2)(C(=O)NO)CC1,7.657577319177793
CHEMBL251820,25.0,nM,O=C(O[C@H]1CCOC1)N1CCC(CS(=O)(=O)N2CC=C(c3ccccc3)CC2)(C(=O)NO)CC1,7.6020599913279625
CHEMBL252422,7.8,nM,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.10790539730952
CHEMBL251831,0.68,nM,Cc1ccc(Oc2ccc(N(C[C@@H](C(=O)NO)N3C[C@@H](C)O[C@@H](C)C3)S(C)(=O)=O)cc2)cc1,9.167491087293763
CHEMBL398265,1.9,nM,Cc1ccc(Oc2ccc(N(C[C@@H](C(=O)NO)N3CCOCC3)S(C)(=O)=O)cc2)cc1,8.721246399047171
CHEMBL251827,295.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](C(=O)NO)N3CCOCC3)S(C)(=O)=O)cc2)cc1,6.530177984021837
CHEMBL400285,0.46,nM,C[C@@H]1CN([C@@H](CN(c2ccc(Oc3ccc(Cl)cc3)cc2)S(C)(=O)=O)C(=O)NO)C[C@H](C)O1,9.337242168318426
CHEMBL254929,2.0,nM,CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCOCC1)c1ccc(Oc2ccc(Cl)cc2)cc1,8.698970004336019
CHEMBL254718,256.0,nM,CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCN(c2ccc(Cl)cc2)CC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,6.59176003468815
CHEMBL428591,17.0,nM,CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCC(c2ccccc2)CC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,7.769551078621726
CHEMBL254509,2.5,nM,CNC(=O)C1CCN([C@@H](CN(c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)S(C)(=O)=O)C(=O)NO)CC1,8.602059991327963
CHEMBL398644,1.9,nM,CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCC(O)CC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,8.721246399047171
CHEMBL253892,2.3,nM,CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCCCC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,8.638272163982407
CHEMBL429123,1.7,nM,CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCS(=O)(=O)CC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,8.769551078621726
CHEMBL430210,4.8,nM,CC(=O)N1CCN([C@@H](CN(c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)S(C)(=O)=O)C(=O)NO)CC1,8.318758762624412
CHEMBL429486,3.2,nM,CS(=O)(=O)N1CCN([C@@H](CN(c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)S(C)(=O)=O)C(=O)NO)CC1,8.494850021680094
CHEMBL399029,1.1,nM,C[C@@H]1CN([C@@H](CN(c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)S(C)(=O)=O)C(=O)NO)C[C@H](C)O1,8.958607314841775
CHEMBL400641,2.9,nM,CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCOCC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,8.537602002101044
CHEMBL252823,29.0,nM,CC(C)N(CCNC(=O)OCc1ccccc1)[C@@H](CN(c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)S(C)(=O)=O)C(=O)NO,7.537602002101044
CHEMBL400445,68.0,nM,CC(C)N(Cc1ccccc1)[C@@H](CN(c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)S(C)(=O)=O)C(=O)NO,7.167491087293763
CHEMBL252426,8.8,nM,CC(C)N(C)[C@@H](CN(c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)S(C)(=O)=O)C(=O)NO,8.05551732784983
CHEMBL252022,5.4,nM,Cc1ccc(Oc2ccc(N(C[C@H](NC(=O)C(C)C)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.267606240177031
CHEMBL252021,121.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](N)C(=O)NO)S(C)(=O)=O)cc2)cc1,6.91721462968355
CHEMBL251821,86.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](Nc3ccc4ccccc4c3)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.0655015487564325
CHEMBL401404,0.62,nM,COc1cccc(N[C@@H](CN(c2ccc(Oc3ccc(C)cc3)cc2)S(C)(=O)=O)C(=O)NO)c1,9.207608310501746
CHEMBL399566,20.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](Nc3cccc(Cl)c3)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.698970004336019
CHEMBL254506,0.89,nM,Cc1ccc(Oc2ccc(N(C[C@H](Nc3cccc(F)c3)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.050609993355087
CHEMBL399565,1.3,nM,Cc1ccc(Oc2ccc(N(C[C@H](Nc3ccc(F)cc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.886056647693163
CHEMBL254293,0.52,nM,Cc1ccc(Oc2ccc(N(C[C@H](Nc3ccccc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.2839966563652
CHEMBL400785,0.54,nM,Cc1ccc(Oc2ccc(N(C[C@H](N[C@@H](C)c3ccccc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.267606240177031
CHEMBL400784,1.5,nM,Cc1ccc(Oc2ccc(N(C[C@H](N[C@H](C)c3ccccc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.823908740944319
CHEMBL400193,7.1,nM,Cc1ccc(Oc2ccc(N(C[C@H](NCc3ccccc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.148741651280925
CHEMBL400192,23.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](NCc3ccccn3)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.638272163982407
CHEMBL253450,2.8,nM,Cc1ccc(Oc2ccc(N(C[C@H](NCc3cccnc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.55284196865778
CHEMBL253242,1.8,nM,Cc1ccc(Oc2ccc(N(C[C@H](NCc3ccncc3)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.744727494896694
CHEMBL398351,1.7,nM,Cc1ccc(Oc2ccc(N(C[C@H](NC3CCCC3)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.769551078621726
CHEMBL253033,1.3,nM,Cc1ccc(Oc2ccc(N(C[C@H](NCC(C)C)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.886056647693163
CHEMBL253032,0.52,nM,Cc1ccc(Oc2ccc(N(C[C@H](NC(C)C)C(=O)NO)S(C)(=O)=O)cc2)cc1,9.2839966563652
CHEMBL398350,31.0,nM,Cc1ccc(Oc2ccc(N(C[C@@H](NC(C)C)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.508638306165727
CHEMBL252827,2.4,nM,CC(C)N[C@@H](CN(c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)S(C)(=O)=O)C(=O)NO,8.619788758288394
CHEMBL252826,14.0,nM,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,7.853871964321762
CHEMBL398331,4.7,nM,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(Cl)cc2)cc1,8.327902142064282
CHEMBL257088,2.4,nM,CN(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,8.619788758288394
CHEMBL257480,21.1,nM,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3)cc2)NCCCN1O,7.675717544702307
CHEMBL255756,846.0,nM,O=C1C(S(=O)(=O)c2ccc(-c3nc4cc(F)ccc4[nH]3)cc2)CCCCN1O,6.0726296369609765
CHEMBL255757,21.5,nM,O=C1C(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CCCCN1O,7.667561540084394
CHEMBL256438,31.0,nM,COc1ccc(Oc2ccc(S(=O)(=O)C3CCCCN(O)C3=O)cc2)cc1,7.508638306165727
CHEMBL257211,87.9,nM,COc1ccc(Oc2ccc(S(=O)(=O)C3CCCN(O)C3=O)cc2)cc1,7.056011124926228
CHEMBL256066,13.9,nM,COc1ccc(Oc2ccc(S(=O)(=O)Cn3cccc(O)c3=O)s2)cc1,7.856985199745905
CHEMBL256067,522.0,nM,COc1ccc(-c2ccc(S(=O)(=O)Cn3cccc(O)c3=O)s2)cc1,6.282329496997738
CHEMBL257070,16.4,nM,O=c1c(O)cccn1CS(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,7.785156151952302
CHEMBL257072,56.1,nM,COc1ccc(Oc2ccc(S(=O)(=O)Cn3cccc(O)c3=O)cc2)cc1,7.251037138743839
CHEMBL271866,4.0,nM,O=c1c(O)cccn1CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,8.397940008672037
CHEMBL402309,45.8,nM,Cc1ccc(Oc2ccc(S(=O)(=O)Cn3cccc(O)c3=O)cc2)cc1,7.339134521996131
CHEMBL402310,809.0,nM,Cc1ccc(S(=O)(=O)Cn2cccc(O)c2=O)cc1,6.092051478387727
CHEMBL271867,7.3,nM,COc1ccc(Oc2ccc(S(=O)(=O)Cc3cccn(O)c3=O)cc2)cc1,8.136677139879545
CHEMBL255171,315.0,nM,O=c1c(NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)cccn1O,6.501689446210399
CHEMBL256843,57.9,nM,O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCCN1O,7.2373214362725635
CHEMBL256642,693.0,nM,O=S(=O)(c1ccc(Oc2ccccc2)cc1)N(Cc1ccccc1)c1cccn(O)c1=S,6.159266765388193
CHEMBL271720,1.8,nM,CN(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,8.744727494896694
CHEMBL408366,0.87,nM,COc1ccc(Oc2ccc(S(=O)(=O)N(C)c3cccn(O)c3=O)cc2)cc1,9.060480747381382
CHEMBL271520,32.6,nM,CN(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,7.486782399932061
CHEMBL429431,4.8,nM,O=C(CN(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1)N1CCOCC1,8.318758762624412
CHEMBL271736,1.3,nM,CN1CCN(CCN(c2cccn(O)c2=O)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,8.886056647693163
CHEMBL402554,4.9,nM,O=c1c(N(CCN2CCSCC2)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)cccn1O,8.309803919971486
CHEMBL539930,4.2,nM,O=c1c(N(CCN2CCOCC2)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)cccn1O,8.3767507096021
CHEMBL255995,33.4,nM,O=c1c(N(Cc2ccccc2)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)cccn1O,7.476253533188435
CHEMBL255996,57.5,nM,CC(C)N(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,7.2403321553103694
CHEMBL403412,3.6,nM,CCN(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,8.443697499232712
CHEMBL257672,5.0,nM,CN(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,8.301029995663981
CHEMBL257673,4.4,nM,Cc1ccc(Oc2ccc(S(=O)(=O)N(C)c3cccn(O)c3=O)cc2)cc1,8.356547323513812
CHEMBL257086,34.9,nM,Cc1ccc(N(C)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)c(=O)n1O,7.45717457304082
CHEMBL444279,1387.0,nM,CN(c1cc(Br)cn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,5.857923538926715
CHEMBL257874,158.5,nM,Cc1ccn(O)c(=O)c1N(C)S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,6.79997073344623
CHEMBL404270,383.0,nM,CS(=O)(=O)N(CC(=O)NO)c1ccc(Oc2ccccc2)cc1,6.416801226031377
CHEMBL402750,1489.0,nM,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,5.827105302247824
CHEMBL256018,984.0,nM,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(OCc2ccc(Cl)cc2)cc1,6.007004901568658
CHEMBL256187,4819.0,nM,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(OCc2ccc(F)cc2)cc1,5.317043073698791
CHEMBL272763,91.0,nM,COc1ccc(C#Cc2ccc(N(C[C@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.040958607678906
CHEMBL272984,47.0,nM,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(C#Cc2ccc(Cl)cc2)cc1,7.327902142064282
CHEMBL403110,44.0,nM,Cc1ccc(C#Cc2ccc(N(C[C@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.356547323513812
CHEMBL429571,104.0,nM,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Sc2ccc(F)cc2)cc1,6.982966660701219
CHEMBL408906,54.0,nM,Cc1ccc(Sc2ccc(N(C[C@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.267606240177031
CHEMBL269797,472.0,nM,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,6.326058001365912
CHEMBL270010,39.0,nM,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccccc2)cc1,7.4089353929735005
CHEMBL258301,243.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)N(C)C)cc2)cc1,6.614393726401688
CHEMBL258300,54.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)Cc3ccncc3)cc2)cc1,7.267606240177031
CHEMBL270229,69.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)Cc3cccnc3)cc2)cc1,7.161150909262744
CHEMBL270230,93.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)Cc3ccccc3)cc2)cc1,7.031517051446065
CHEMBL402639,344.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)c3ccccc3)cc2)cc1,6.46344155742847
CHEMBL270868,286.0,nM,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)C(C)C)cc2)cc1,6.543633966870956
CHEMBL270023,124.0,nM,CCCS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C)cc2)cc1,6.906578314837764
CHEMBL411519,28.0,nM,CCS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C)cc2)cc1,7.552841968657781
CHEMBL257725,242.0,nM,CC(C)C(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(Cl)cc2)cc1,6.616184634019569
CHEMBL257724,933.0,nM,CC(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(Cl)cc2)cc1,6.0301183562534995
CHEMBL404893,3.8,nM,CO[C@@H](CN(c1ccc(Oc2ccc(C)cc2)cc1)S(C)(=O)=O)C(=O)NO,8.42021640338319
CHEMBL403089,13.0,nM,CO[C@H](CN(c1ccc(Oc2ccc(C)cc2)cc1)S(C)(=O)=O)C(=O)NO,7.886056647693163
CHEMBL401821,5.5,nM,Cc1ccc(Oc2ccc(N(CC(C)(O)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.259637310505756
CHEMBL429927,12.0,nM,Cc1ccc(Oc2ccc(N(C[C@@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.920818753952375
CHEMBL404882,6.6,nM,Cc1ccc(Oc2ccc(N(CCC(=O)NO)S(C)(=O)=O)cc2)cc1,8.18045606445813
CHEMBL403169,31.0,nM,Cc1ccc(Oc2ccc(N(CC(=O)NO)S(C)(=O)=O)cc2)cc1,7.508638306165727
CHEMBL270083,20000.0,nM,N[C@H]1CCCC[C@H]1NC(=O)P(=O)(O)O,4.698970004336019
CHEMBL501715,20000.0,nM,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)NO,4.698970004336019
CHEMBL452082,200000.0,nM,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)NO,3.6989700043360187
CHEMBL11306,0.38,nM,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)NO)CC(C)C,9.42021640338319
CHEMBL452083,150.0,nM,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)NO)CC(C)C,6.823908740944319
CHEMBL484262,5500.0,nM,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(c3c(C)noc3C)CC2)cc1,5.259637310505756
CHEMBL484261,777.0,nM,CC#CCOc1ccc(S(=O)(=O)N[C@@H](C(=O)NO)[C@H](C)O)cc1,6.1095789811990855
CHEMBL508461,980.0,nM,O=C(O)C[C@@H](NC(=O)c1cc(-c2ccc(-c3ccncc3)cc2)cs1)c1ccccc1,6.008773924307505
CHEMBL503231,560.0,nM,COC[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(-c2ccccc2)c(C)c1)CC(=O)NO)C(C)(C)C)c1ccccc1,6.251811972993799
CHEMBL523034,1300.0,nM,COC(=O)Nc1ccc2oc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1,5.886056647693163
CHEMBL455409,23.0,nM,C/C=C/C=C/C=C1/C=C(CCC(=O)NO)C(=O)OC1,7.638272163982407
CHEMBL180239,19400.0,nM,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)[nH]n2)ccc1O,4.7121982700697735
CHEMBL116438,8500.0,nM,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,5.070581074285707
CHEMBL481600,8000.0,nM,COc1cc(/C=C/c2n[nH]c(C)c2C)ccc1O,5.096910013008056
CHEMBL481599,17600.0,nM,COc1cc(/C=C/c2cc(C)[nH]n2)ccc1O,4.7544873321858505
CHEMBL448246,160.0,nM,CCCCCCOc1ccc(C(CC(=O)O)C(N)=O)cc1,6.795880017344075
CHEMBL475540,14000.0,nM,O=C(O)CCC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,4.853871964321762
CHEMBL488617,11.0,nM,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NNS(=O)(=O)c1ccc2ccccc2c1)CC(C)C,7.958607314841775
CHEMBL498915,8.5,nM,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NNS(=O)(=O)c1ccc(N2C(=O)CCC2=O)cc1)CC(C)C,8.070581074285707
CHEMBL508335,3.0,nM,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)CC(C)C,8.522878745280337
CHEMBL503651,2563.0,nM,CCCCCC/C=C(\CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC,5.591251393815757
CHEMBL510694,1246.0,nM,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)/C(=C/CCc1ccccc1)CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,5.904481957676849
CHEMBL509270,732.0,nM,CCCCCC/C=C(\CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)N[C@@H](Cc1c(-c2ccccc2)[nH]c2ccccc12)C(=O)NC,6.135488918941608
CHEMBL509346,827.0,nM,CNC(=O)[C@H](Cc1c(-c2ccccc2)[nH]c2ccccc12)NC(=O)/C(=C/CCc1ccccc1)CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,6.082494490447454
CHEMBL502674,18.0,nM,CNC(=O)[C@H](Cc1c(-c2ccccc2)[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)CC(C)C,7.7447274948966935
CHEMBL450721,62.0,nM,COc1ccc(S(=O)(=O)N(CC(=O)O)[C@@H](C(=O)NO)C(C)C)cc1,7.207608310501746
CHEMBL456774,27.7,nM,CC(C)[C@H](C(=O)NO)N(CC(=O)O)S(=O)(=O)c1ccc(-c2ccccc2)cc1,7.557520230935552
CHEMBL515980,0.77,nM,CC(C)[C@H](C(=O)NO)N(CC(=O)O)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,9.113509274827518
CHEMBL234529,53.7,nM,COc1ccc(S(=O)(=O)N(CC(=O)NO)CC(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,7.270025714300444
CHEMBL234735,66.0,nM,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1,7.180456064458131
CHEMBL234530,0.51,nM,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)cc1,9.292429823902063
CHEMBL471537,0.21,nM,CC(C)[C@H](C(=O)NO)N(CC(=O)NCCc1ccc(S(N)(=O)=O)cc1)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,9.67778070526608
CHEMBL515083,322.0,nM,COc1ccc(S(=O)(=O)N(CC(=O)O)CC(=O)NO)cc1,6.492144128304169
CHEMBL472899,3.2,nM,O=C(O)CN(CC(=O)NO)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,8.494850021680094
CHEMBL466059,10.0,nM,CCOc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C3CCN(C(=O)OC(C)C)CC3)s2)cc1,8.0
CHEMBL445717,1788.0,nM,O=C(CC1CN[C@H](C(=O)N2CCC(c3ccccc3)C2)[C@@H](C(=O)NO)C1)NCCCCCNC(=O)OCc1ccccc1,5.747632485540102
CHEMBL521719,577.0,nM,O=C(NO)[C@H]1CC2(CC[C@@H]1C(=O)N1CCN(c3ccccc3)CC1)CC2,6.238824186844269
CHEMBL523076,1443.0,nM,O=C(NO)[C@H]1CC(CC(=O)N2CCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,5.8407336689065055
CHEMBL497026,1876.0,nM,O=C(NO)[C@H]1CC(CC(=O)N2CCCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,5.726767165956955
CHEMBL497222,2500.0,nM,CN1CCN(C(=O)CC2CC[C@H](C(=O)N3CCN(c4ccccc4)CC3)[C@@H](C(=O)NO)C2)CC1,5.6020599913279625
CHEMBL496628,683.0,nM,O=C(NO)[C@H]1C[C@@H](CC(=O)N2CCCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,6.165579296318468
CHEMBL495831,12000.0,nM,Cc1cc(COc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(C=O)CC3)cc2)c2ccccc2n1,4.920818753952375
CHEMBL561625,34.0,nM,CC(C)CN(CC(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,7.468521082957745
CHEMBL550148,34.0,nM,O=C(CNS(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,7.468521082957745
CHEMBL550081,77.0,nM,CSc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc2)cc1,7.113509274827518
CHEMBL560837,160.0,nM,COc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc2)cc1,6.795880017344075
CHEMBL561036,44.0,nM,CCCCOc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc2)cc1,7.356547323513812
CHEMBL550350,1100.0,nM,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(-c2ccc(OCc3ccc(Cl)cc3)cc2)cc1,5.958607314841775
CHEMBL563679,2300.0,nM,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(/C=C/c2ccc(-c3ccccc3)cc2)cc1,5.638272163982407
CHEMBL561038,110.0,nM,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,6.958607314841775
CHEMBL550628,4400.0,nM,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)s2)cc1,5.356547323513812
CHEMBL563026,3200.0,nM,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(-c2ccc(F)cc2)s1,5.494850021680094
CHEMBL561039,680.0,nM,CCc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)s2)cc1,6.167491087293763
CHEMBL561630,250.0,nM,COc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)s2)cc1,6.6020599913279625
CHEMBL550548,69.0,nM,CC(C)ON([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccc(OCc3ccc(Cl)cc3)cc2)cc1,7.161150909262744
CHEMBL550038,318.0,nM,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCOC3=O)cc12)C(=O)O,6.497572880015568
CHEMBL562003,12000.0,nM,Cc1c(C(=O)Nc2ccc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)cc2)oc2cccc(NS(C)(=O)=O)c12,4.920818753952375
CHEMBL556645,24000.0,nM,Cc1c(C(=O)Nc2ccc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)cc2)oc2cccc(C#N)c12,4.619788758288394
CHEMBL573715,0.8,nM,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,9.096910013008056
CHEMBL572780,69.0,nM,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)NO)cc2)cc1,7.161150909262744
CHEMBL584365,94.0,nM,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,7.026872146400302
CHEMBL573714,98.0,nM,COc1ccc(S(=O)(=O)c2ccccc2CC(=O)NO)cc1,7.008773924307505
CHEMBL574370,310.0,nM,O=C(Cc1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,6.508638306165727
CHEMBL574605,340.0,nM,CC(C(=O)NO)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.468521082957745
CHEMBL584122,410.0,nM,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,6.3872161432802645
CHEMBL579067,420.0,nM,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,6.376750709602099
CHEMBL575896,690.0,nM,O=C(NO)c1ccccc1S(=O)(=O)c1ccc(Oc2ccccc2)cc1,6.161150909262744
CHEMBL573936,730.0,nM,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,6.136677139879544
