trial,dataset,accuracy,model_path,shap_path,shap_plot_path
1,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial1.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial1.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial1.png
2,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial2.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial2.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial2.png
3,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial3.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial3.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial3.png
4,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial4.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial4.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial4.png
5,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial5.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial5.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial5.png
6,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial6.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial6.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial6.png
7,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial7.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial7.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial7.png
8,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial8.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial8.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial8.png
9,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial9.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial9.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial9.png
10,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial10.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial10.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial10.png
11,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial11.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial11.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial11.png
12,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial12.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial12.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial12.png
13,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial13.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial13.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial13.png
