trial,dataset,accuracy,model_path,shap_path,shap_plot_path
14,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial14.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial14.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial14.png
15,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial15.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial15.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial15.png
16,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial16.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial16.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial16.png
17,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial17.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial17.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial17.png
18,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial18.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial18.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial18.png
19,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial19.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial19.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial19.png
20,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial20.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial20.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial20.png
21,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial21.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial21.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial21.png
22,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial22.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial22.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial22.png
23,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial23.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial23.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial23.png
24,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial24.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial24.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial24.png
25,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial25.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial25.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial25.png
26,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial26.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial26.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial26.png
27,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial27.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial27.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial27.png
28,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial28.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial28.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial28.png
29,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial29.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial29.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial29.png
30,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial30.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial30.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial30.png
31,morgan,0.9292682926829269,/teamspace/studios/this_studio/datasets/xgb/xgboost_morgan_trial31.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_values_morgan_trial31.pkl,/teamspace/studios/this_studio/datasets/xgb/shap_summary_morgan_trial31.png
