model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,run_number,eval_accuracy,eval_balanced_accuracy,eval_mcc,eval_roc_auc,eval_f1,eval_precision,eval_recall
RandomForestEntr,0.9170731707317074,0.926829268292683,accuracy,0.09449338912963867,0.06661796569824219,1.2733137607574463,0.09449338912963867,0.06661796569824219,1.2733137607574463,1,True,4,2,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesEntr,0.9146341463414634,0.9298780487804879,accuracy,0.10020017623901367,0.054677724838256836,1.2468266487121582,0.10020017623901367,0.054677724838256836,1.2468266487121582,1,True,7,2,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMLarge,0.9341463414634147,0.9329268292682927,accuracy,0.04688310623168945,0.011361360549926758,4.597048997879028,0.04688310623168945,0.011361360549926758,4.597048997879028,1,True,11,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetFastAI,0.9292682926829269,0.9451219512195121,accuracy,0.045816898345947266,0.015240907669067383,3.632723093032837,0.045816898345947266,0.015240907669067383,3.632723093032837,1,True,8,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
WeightedEnsemble_L2,0.9292682926829269,0.9451219512195121,accuracy,0.04863619804382324,0.015809059143066406,3.6738784313201904,0.0028192996978759766,0.0005681514739990234,0.041155338287353516,2,True,12,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
XGBoost,0.926829268292683,0.9451219512195121,accuracy,0.033211469650268555,0.012630939483642578,3.2318003177642822,0.033211469650268555,0.012630939483642578,3.2318003177642822,1,True,9,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBM,0.9243902439024391,0.9390243902439024,accuracy,0.012361288070678711,0.010688543319702148,1.7003581523895264,0.012361288070678711,0.010688543319702148,1.7003581523895264,1,True,2,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMXT,0.9243902439024391,0.9390243902439024,accuracy,0.015430450439453125,0.005993843078613281,1.8774127960205078,0.015430450439453125,0.005993843078613281,1.8774127960205078,1,True,1,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetTorch,0.9219512195121952,0.9390243902439024,accuracy,0.023407697677612305,0.00717616081237793,2.4849183559417725,0.023407697677612305,0.00717616081237793,2.4849183559417725,1,True,10,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
CatBoost,0.9219512195121952,0.9420731707317073,accuracy,0.05099034309387207,0.016445398330688477,36.833452224731445,0.05099034309387207,0.016445398330688477,36.833452224731445,1,True,5,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesGini,0.9195121951219513,0.926829268292683,accuracy,0.09103679656982422,0.05459284782409668,0.8823449611663818,0.09103679656982422,0.05459284782409668,0.8823449611663818,1,True,6,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
RandomForestEntr,0.9170731707317074,0.926829268292683,accuracy,0.08170604705810547,0.05610036849975586,1.2866642475128174,0.08170604705810547,0.05610036849975586,1.2866642475128174,1,True,4,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
RandomForestGini,0.9170731707317074,0.926829268292683,accuracy,0.09704732894897461,0.07673335075378418,0.8541953563690186,0.09704732894897461,0.07673335075378418,0.8541953563690186,1,True,3,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesEntr,0.9146341463414634,0.9298780487804879,accuracy,0.09371709823608398,0.04437422752380371,0.8298707008361816,0.09371709823608398,0.04437422752380371,0.8298707008361816,1,True,7,3,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMLarge,0.9341463414634147,0.9329268292682927,accuracy,0.04565715789794922,0.01481771469116211,4.374927520751953,0.04565715789794922,0.01481771469116211,4.374927520751953,1,True,11,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetFastAI,0.9292682926829269,0.9451219512195121,accuracy,0.044336557388305664,0.015059471130371094,3.4566781520843506,0.044336557388305664,0.015059471130371094,3.4566781520843506,1,True,8,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
WeightedEnsemble_L2,0.9292682926829269,0.9451219512195121,accuracy,0.047093868255615234,0.015575408935546875,3.497555732727051,0.0027573108673095703,0.0005159378051757812,0.040877580642700195,2,True,12,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
XGBoost,0.926829268292683,0.9451219512195121,accuracy,0.030989408493041992,0.012729883193969727,3.1406826972961426,0.030989408493041992,0.012729883193969727,3.1406826972961426,1,True,9,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMXT,0.9243902439024391,0.9390243902439024,accuracy,0.014370441436767578,0.006064891815185547,2.0782909393310547,0.014370441436767578,0.006064891815185547,2.0782909393310547,1,True,1,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBM,0.9243902439024391,0.9390243902439024,accuracy,0.014425277709960938,0.006668567657470703,2.0539543628692627,0.014425277709960938,0.006668567657470703,2.0539543628692627,1,True,2,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetTorch,0.9219512195121952,0.9390243902439024,accuracy,0.023138046264648438,0.009900093078613281,2.4782698154449463,0.023138046264648438,0.009900093078613281,2.4782698154449463,1,True,10,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
CatBoost,0.9219512195121952,0.9420731707317073,accuracy,0.0740666389465332,0.017114877700805664,36.95785117149353,0.0740666389465332,0.017114877700805664,36.95785117149353,1,True,5,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesGini,0.9195121951219513,0.926829268292683,accuracy,0.08988666534423828,0.06535577774047852,0.8979802131652832,0.08988666534423828,0.06535577774047852,0.8979802131652832,1,True,6,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
RandomForestEntr,0.9170731707317074,0.926829268292683,accuracy,0.10148382186889648,0.054782867431640625,1.3389980792999268,0.10148382186889648,0.054782867431640625,1.3389980792999268,1,True,4,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
RandomForestGini,0.9170731707317074,0.926829268292683,accuracy,0.10254621505737305,0.05919337272644043,0.9784212112426758,0.10254621505737305,0.05919337272644043,0.9784212112426758,1,True,3,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesEntr,0.9146341463414634,0.9298780487804879,accuracy,0.0741729736328125,0.06803631782531738,1.2078466415405273,0.0741729736328125,0.06803631782531738,1.2078466415405273,1,True,7,4,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMLarge,0.9341463414634147,0.9329268292682927,accuracy,0.03899025917053223,0.01093435287475586,4.461580753326416,0.03899025917053223,0.01093435287475586,4.461580753326416,1,True,11,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetFastAI,0.9292682926829269,0.9451219512195121,accuracy,0.03522539138793945,0.014490604400634766,3.564594268798828,0.03522539138793945,0.014490604400634766,3.564594268798828,1,True,8,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
WeightedEnsemble_L2,0.9292682926829269,0.9451219512195121,accuracy,0.037577152252197266,0.014982938766479492,3.6042513847351074,0.0023517608642578125,0.0004923343658447266,0.0396571159362793,2,True,12,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
XGBoost,0.926829268292683,0.9451219512195121,accuracy,0.024970054626464844,0.012897253036499023,3.2021749019622803,0.024970054626464844,0.012897253036499023,3.2021749019622803,1,True,9,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBM,0.9243902439024391,0.9390243902439024,accuracy,0.01024770736694336,0.0062694549560546875,1.8159992694854736,0.01024770736694336,0.0062694549560546875,1.8159992694854736,1,True,2,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMXT,0.9243902439024391,0.9390243902439024,accuracy,0.012092828750610352,0.006631135940551758,1.9152257442474365,0.012092828750610352,0.006631135940551758,1.9152257442474365,1,True,1,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetTorch,0.9219512195121952,0.9390243902439024,accuracy,0.018956899642944336,0.007164955139160156,2.4489688873291016,0.018956899642944336,0.007164955139160156,2.4489688873291016,1,True,10,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
CatBoost,0.9219512195121952,0.9420731707317073,accuracy,0.05043840408325195,0.0179140567779541,36.35470652580261,0.05043840408325195,0.0179140567779541,36.35470652580261,1,True,5,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesGini,0.9195121951219513,0.926829268292683,accuracy,0.08818674087524414,0.06498908996582031,0.8211512565612793,0.08818674087524414,0.06498908996582031,0.8211512565612793,1,True,6,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
RandomForestGini,0.9170731707317074,0.926829268292683,accuracy,0.08452773094177246,0.05413532257080078,1.0974688529968262,0.08452773094177246,0.05413532257080078,1.0974688529968262,1,True,3,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
RandomForestEntr,0.9170731707317074,0.926829268292683,accuracy,0.08877396583557129,0.0549769401550293,1.1055049896240234,0.08877396583557129,0.0549769401550293,1.1055049896240234,1,True,4,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesEntr,0.9146341463414634,0.9298780487804879,accuracy,0.08075070381164551,0.055526018142700195,0.8616480827331543,0.08075070381164551,0.055526018142700195,0.8616480827331543,1,True,7,5,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMLarge,0.9341463414634147,0.9329268292682927,accuracy,0.0312955379486084,0.011573553085327148,4.527271270751953,0.0312955379486084,0.011573553085327148,4.527271270751953,1,True,11,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetFastAI,0.9292682926829269,0.9451219512195121,accuracy,0.03600335121154785,0.015634536743164062,3.544278383255005,0.03600335121154785,0.015634536743164062,3.544278383255005,1,True,8,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
WeightedEnsemble_L2,0.9292682926829269,0.9451219512195121,accuracy,0.03810381889343262,0.016148805618286133,3.5842888355255127,0.0021004676818847656,0.0005142688751220703,0.04001045227050781,2,True,12,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
XGBoost,0.926829268292683,0.9451219512195121,accuracy,0.025960445404052734,0.012737751007080078,3.039733648300171,0.025960445404052734,0.012737751007080078,3.039733648300171,1,True,9,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMXT,0.9243902439024391,0.9390243902439024,accuracy,0.012098073959350586,0.006079196929931641,2.1761341094970703,0.012098073959350586,0.006079196929931641,2.1761341094970703,1,True,1,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBM,0.9243902439024391,0.9390243902439024,accuracy,0.012830495834350586,0.006089925765991211,1.730043888092041,0.012830495834350586,0.006089925765991211,1.730043888092041,1,True,2,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetTorch,0.9219512195121952,0.9390243902439024,accuracy,0.0176546573638916,0.0070743560791015625,2.4747254848480225,0.0176546573638916,0.0070743560791015625,2.4747254848480225,1,True,10,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
CatBoost,0.9219512195121952,0.9420731707317073,accuracy,0.04873323440551758,0.017742156982421875,37.19615149497986,0.04873323440551758,0.017742156982421875,37.19615149497986,1,True,5,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesGini,0.9195121951219513,0.926829268292683,accuracy,0.08987736701965332,0.06770443916320801,0.8788583278656006,0.08987736701965332,0.06770443916320801,0.8788583278656006,1,True,6,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
RandomForestEntr,0.9170731707317074,0.926829268292683,accuracy,0.08849024772644043,0.045694828033447266,1.1081998348236084,0.08849024772644043,0.045694828033447266,1.1081998348236084,1,True,4,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
RandomForestGini,0.9170731707317074,0.926829268292683,accuracy,0.08862161636352539,0.05471396446228027,0.9345841407775879,0.08862161636352539,0.05471396446228027,0.9345841407775879,1,True,3,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesEntr,0.9146341463414634,0.9298780487804879,accuracy,0.08526015281677246,0.05466341972351074,0.8167221546173096,0.08526015281677246,0.05466341972351074,0.8167221546173096,1,True,7,6,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMLarge,0.9341463414634147,0.9329268292682927,accuracy,0.03202009201049805,0.012981653213500977,4.4883787631988525,0.03202009201049805,0.012981653213500977,4.4883787631988525,1,True,11,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetFastAI,0.9292682926829269,0.9451219512195121,accuracy,0.03812003135681152,0.014714479446411133,3.752871513366699,0.03812003135681152,0.014714479446411133,3.752871513366699,1,True,8,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
WeightedEnsemble_L2,0.9292682926829269,0.9451219512195121,accuracy,0.04012703895568848,0.015238761901855469,3.796452045440674,0.002007007598876953,0.0005242824554443359,0.04358053207397461,2,True,12,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
XGBoost,0.926829268292683,0.9451219512195121,accuracy,0.025593042373657227,0.015732526779174805,3.1213467121124268,0.025593042373657227,0.015732526779174805,3.1213467121124268,1,True,9,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBM,0.9243902439024391,0.9390243902439024,accuracy,0.009705305099487305,0.006135702133178711,1.7447469234466553,0.009705305099487305,0.006135702133178711,1.7447469234466553,1,True,2,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMXT,0.9243902439024391,0.9390243902439024,accuracy,0.010768651962280273,0.0061452388763427734,2.146672010421753,0.010768651962280273,0.0061452388763427734,2.146672010421753,1,True,1,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetTorch,0.9219512195121952,0.9390243902439024,accuracy,0.017971038818359375,0.007125139236450195,2.6780078411102295,0.017971038818359375,0.007125139236450195,2.6780078411102295,1,True,10,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
CatBoost,0.9219512195121952,0.9420731707317073,accuracy,0.04776477813720703,0.016741275787353516,36.636969327926636,0.04776477813720703,0.016741275787353516,36.636969327926636,1,True,5,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesGini,0.9195121951219513,0.926829268292683,accuracy,0.08818364143371582,0.06550145149230957,0.8753299713134766,0.08818364143371582,0.06550145149230957,0.8753299713134766,1,True,6,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
RandomForestEntr,0.9170731707317074,0.926829268292683,accuracy,0.08176302909851074,0.0555729866027832,1.1644682884216309,0.08176302909851074,0.0555729866027832,1.1644682884216309,1,True,4,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
RandomForestGini,0.9170731707317074,0.926829268292683,accuracy,0.08791756629943848,0.06881523132324219,0.9386031627655029,0.08791756629943848,0.06881523132324219,0.9386031627655029,1,True,3,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
ExtraTreesEntr,0.9146341463414634,0.9298780487804879,accuracy,0.0921480655670166,0.05458831787109375,0.8978466987609863,0.0921480655670166,0.05458831787109375,0.8978466987609863,1,True,7,7,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
LightGBMLarge,0.9341463414634147,0.9329268292682927,accuracy,0.0317378044128418,0.011608600616455078,4.481695890426636,0.0317378044128418,0.011608600616455078,4.481695890426636,1,True,11,8,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
NeuralNetFastAI,0.9292682926829269,0.9451219512195121,accuracy,0.035324811935424805,0.016936540603637695,3.766038656234741,0.035324811935424805,0.016936540603637695,3.766038656234741,1,True,8,8,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
WeightedEnsemble_L2,0.9292682926829269,0.9451219512195121,accuracy,0.03738737106323242,0.01746845245361328,3.8106582164764404,0.002062559127807617,0.0005319118499755859,0.04461956024169922,2,True,12,8,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
XGBoost,0.926829268292683,0.9451219512195121,accuracy,0.025342702865600586,0.012526988983154297,3.2315378189086914,0.025342702865600586,0.012526988983154297,3.2315378189086914,1,True,9,8,0.9292682926829269,0.8178838951310861,0.674866948251366,0.909384103204328,0.9596662030598053,0.9504132231404959,0.9691011235955056
