model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,run_number,eval_accuracy,eval_balanced_accuracy,eval_mcc,eval_roc_auc,eval_f1,eval_precision,eval_recall
XGBoost,0.9292682926829269,0.9329268292682927,accuracy,0.01107478141784668,0.004488468170166016,1.8093717098236084,0.01107478141784668,0.004488468170166016,1.8093717098236084,1,True,9,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
ExtraTreesGini,0.926829268292683,0.9207317073170732,accuracy,0.1260066032409668,0.05551862716674805,0.7065744400024414,0.1260066032409668,0.05551862716674805,0.7065744400024414,1,True,6,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
WeightedEnsemble_L2,0.9243902439024391,0.9451219512195121,accuracy,0.03832101821899414,0.027489185333251953,2.524181365966797,0.0018000602722167969,0.0005068778991699219,0.04426693916320801,2,True,12,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
CatBoost,0.9243902439024391,0.926829268292683,accuracy,0.06269669532775879,0.022269010543823242,2.1651391983032227,0.06269669532775879,0.022269010543823242,2.1651391983032227,1,True,5,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
RandomForestGini,0.9243902439024391,0.9207317073170732,accuracy,0.12140655517578125,0.05505776405334473,0.6238584518432617,0.12140655517578125,0.05505776405334473,0.6238584518432617,1,True,3,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
LightGBM,0.9219512195121952,0.9420731707317073,accuracy,0.005693912506103516,0.0031309127807617188,0.6009037494659424,0.005693912506103516,0.0031309127807617188,0.6009037494659424,1,True,2,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
LightGBMXT,0.9219512195121952,0.9420731707317073,accuracy,0.007126569747924805,0.016000747680664062,0.6582858562469482,0.007126569747924805,0.016000747680664062,0.6582858562469482,1,True,1,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
NeuralNetTorch,0.9219512195121952,0.9390243902439024,accuracy,0.009296417236328125,0.006505489349365234,1.6077978610992432,0.009296417236328125,0.006505489349365234,1.6077978610992432,1,True,10,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
ExtraTreesEntr,0.9219512195121952,0.9207317073170732,accuracy,0.10412096977233887,0.09491848945617676,0.7087833881378174,0.10412096977233887,0.09491848945617676,0.7087833881378174,1,True,7,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
RandomForestEntr,0.9195121951219513,0.9207317073170732,accuracy,0.09605073928833008,0.06569790840148926,0.7368927001953125,0.09605073928833008,0.06569790840148926,0.7368927001953125,1,True,4,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
NeuralNetFastAI,0.9170731707317074,0.926829268292683,accuracy,0.02939438819885254,0.010981559753417969,1.8216285705566406,0.02939438819885254,0.010981559753417969,1.8216285705566406,1,True,8,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
LightGBMLarge,0.9146341463414634,0.9329268292682927,accuracy,0.00803065299987793,0.0035696029663085938,1.3137578964233398,0.00803065299987793,0.0035696029663085938,1.3137578964233398,1,True,11,1,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
XGBoost,0.9292682926829269,0.9329268292682927,accuracy,0.013283491134643555,0.007414579391479492,1.3306448459625244,0.013283491134643555,0.007414579391479492,1.3306448459625244,1,True,9,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
ExtraTreesGini,0.926829268292683,0.9207317073170732,accuracy,0.12209248542785645,0.06821203231811523,0.7809939384460449,0.12209248542785645,0.06821203231811523,0.7809939384460449,1,True,6,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
CatBoost,0.9243902439024391,0.926829268292683,accuracy,0.029155731201171875,0.022211551666259766,1.777923822402954,0.029155731201171875,0.022211551666259766,1.777923822402954,1,True,5,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
WeightedEnsemble_L2,0.9243902439024391,0.9451219512195121,accuracy,0.03381800651550293,0.01951742172241211,2.7066025733947754,0.001466512680053711,0.0005123615264892578,0.04380917549133301,2,True,12,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
RandomForestGini,0.9243902439024391,0.9207317073170732,accuracy,0.0967245101928711,0.05516457557678223,0.6653709411621094,0.0967245101928711,0.05516457557678223,0.6653709411621094,1,True,3,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
LightGBM,0.9219512195121952,0.9420731707317073,accuracy,0.006880044937133789,0.004609584808349609,0.7061502933502197,0.006880044937133789,0.004609584808349609,0.7061502933502197,1,True,2,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
LightGBMXT,0.9219512195121952,0.9420731707317073,accuracy,0.009088754653930664,0.004022121429443359,0.6909446716308594,0.009088754653930664,0.004022121429443359,0.6909446716308594,1,True,1,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
NeuralNetTorch,0.9219512195121952,0.9390243902439024,accuracy,0.009267568588256836,0.005176544189453125,1.9154915809631348,0.009267568588256836,0.005176544189453125,1.9154915809631348,1,True,10,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
ExtraTreesEntr,0.9219512195121952,0.9207317073170732,accuracy,0.09834742546081543,0.060796499252319336,0.9562923908233643,0.09834742546081543,0.060796499252319336,0.9562923908233643,1,True,7,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
RandomForestEntr,0.9195121951219513,0.9207317073170732,accuracy,0.09709978103637695,0.06540322303771973,0.6201136112213135,0.09709978103637695,0.06540322303771973,0.6201136112213135,1,True,4,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
NeuralNetFastAI,0.9170731707317074,0.926829268292683,accuracy,0.023262739181518555,0.014982938766479492,1.971848726272583,0.023262739181518555,0.014982938766479492,1.971848726272583,1,True,8,2,0.9243902439024391,0.7836558468580941,0.639496987558364,0.9481897627965044,0.9572413793103448,0.940379403794038,0.9747191011235955
